ItemNumber, cla_maj_femi, qtd_maj_femi, cla_maj_masc, qtd_maj_masc, f1_class, f2_class, f3_class, f4_class, m1_class, m2_class, m3_class, m4_class, f1_tempo, f2_tempo, f3_tempo, f4_tempo, m1_tempo, m2_tempo, m3_tempo, m4_tempo
      1063, positiva    ,            3, neutra      ,            2, positiva, positiva, positiva, negativa, neutra  , negativa, neutra  , positiva,   12.337,   11.492,   13.223,    2.972,   18.845,    5.779,   13.633,    6.792
      1064, positiva    ,            3, positiva    ,            3, neutra  , positiva, positiva, positiva, positiva, positiva, neutra  , positiva,    3.774,    3.335,    3.224,    2.267,    3.393,    2.032,   10.184,    1.294
      1065, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.856,    4.052,    5.249,    2.993,   13.669,    3.3  ,    8.044,    3.391
      1066, neutra      ,            2, neutra      ,            2, neutra  , positiva, positiva, neutra  , neutra  , positiva, positiva, neutra  ,    2.966,    2.601,    2.545,    2.383,    3.949,    2.049,    2.772,    2.818
      1067, neutra      ,            2, positiva    ,            3, neutra  , positiva, neutra  , positiva, positiva, positiva, neutra  , positiva,    3.255,    3.502,    5.547,    2.302,    7.598,    4.3  ,    8.906,    1.854
      1068, negativa    ,            3, negativa    ,            4, positiva, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.345,    3.402,    7.175,    1.713,    3.573,    1.883,    7.76 ,    2.698
      1069, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.381,    4.67 ,    4.631,    3.177,    6.614,    5.183,   16.442,    5.94
      1070, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.445,    3.401,    5.527,    2.194,    3.317,    2.198,    2.643,    2.954
      1071, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    5.868,    4.719,    3.484,    1.781,    2.723,    2.365,    4.226,    2.381
      1072, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    3.297,    3.705,    5.433,    2.616,    2.925,    2.85 ,    4.081,    2.89
      1073, neutra      ,            3, neutra      ,            3, neutra  , neutra  , negativa, neutra  , neutra  , negativa, neutra  , neutra  ,    4.245,    2.518,    3.962,    2.071,    4.543,    3.049,   15.078,    1.157
      1074, negativa    ,            2, negativa    ,            3, neutra  , negativa, positiva, negativa, negativa, negativa, negativa, positiva,    6.885,   15.197,    5.596,    3.782,   15.575,    4.634,    9.311,    3.088
      1075, neutra      ,            2, positiva    ,            3, neutra  , positiva, positiva, neutra  , neutra  , positiva, positiva, positiva,    6.477,   13.31 ,   11.257,    3.329,   14.827,    8.683,    9.962,    4.695
      1076, neutra      ,            2, positiva    ,            3, neutra  , positiva, positiva, neutra  , neutra  , positiva, positiva, positiva,    4.716,    6.922,    3.563,    4.188,   12.276,    5.582,    3.284,    4.862
      1077, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.095,    4.554,    2.911,    4.533,    2.514,    2.267,    5.025,    1.2
      1078, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    5.528,    5.305,    5.629,    3.24 ,    4.2  ,    3.516,    7.519,    2.591
      1079, neutra      ,            2, negativa    ,            4, neutra  , neutra  , negativa, negativa, negativa, negativa, negativa, negativa,    3.997,    4.385,    3.412,    3.19 ,    3.337,    4.2  ,    3.224,    4.087
      1080, neutra      ,            2, neutra      ,            4, neutra  , positiva, positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,   10.693,    5.821,    8.586,    2.918,   11.58 ,    4.765,    5.15 ,    2.776
      1081, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , negativa, neutra  , neutra  ,    6.883,    6.44 ,   54.405,    2.224,    3.486,    3.199,   14.037,    4.031
      1082, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.992,    6.232,    6.394,    4.089,   10.408,    4.3  ,    5.244,    3.966
      1083, neutra      ,            2, positiva    ,            3, neutra  , positiva, positiva, neutra  , negativa, positiva, positiva, positiva,    3.626,    4.411,    6.96 ,    3.597,   13.303,    4.083,    3.678,    1.959
      1084, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    2.186,    3.4  ,    4.925,    2.373,   13.509,    2.683,    2.212,    1.824
      1085, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,   10.083,    4.535,   11.183,    2.288,    6.706,    6.95 ,    7.43 ,    2.688
      1086, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    3.506,    4.722,    4.711,    5.281,    5.019,    2.582,    4.675,    2.83
      1087, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    2.542,    3.502,    3.195,    3.235,    2.323,    2.781,    3.569,    2.649
      1088, neutra      ,            3, neutra      ,            4, neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    3.709,   26.344,   14.725,    3.035,    5.809,    8.234,    9.051,    9.759
      1089, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    1.936,    5.121,    6.431,    3.538,    3.218,    2.749,    5.638,    2.759
      1090, neutra      ,            2, neutra      ,            4, neutra  , positiva, positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    3.068,    6.437,    7.489,    5.329,    5.832,    6.916,    5.751,    3.102
      1091, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    4.271,    4.171,    3.152,    2.862,    3.189,    2.383,    2.668,    2.104
      1092, neutra      ,            4, negativa    ,            4, neutra  , neutra  , neutra  , neutra  , negativa, negativa, negativa, negativa,    8.265,   15.898,   11.052,    4.288,   10.109,    8.95 ,    8.88 ,    5.198
      1093, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    2.66 ,    6.106,    4.96 ,    2.429,    3.388,    2.217,    3.549,    2.007
      1094, negativa    ,            3, negativa    ,            2, negativa, negativa, positiva, negativa, negativa, positiva, neutra  , negativa,    3.255,    3.153,    6.173,    2.448,    3.82 ,    4.717,    9.611,    1.799
      1095, positiva    ,            2, positiva    ,            4, positiva, positiva, negativa, neutra  , positiva, positiva, positiva, positiva,    5.429,    9.609,   22.34 ,    6.01 ,   10.352,    4.632,    6.156,    2.944
      1096, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    4.218,   11.861,   12.804,    4.138,    5.518,    5.432,    8.366,    3.006
      1097, neutra      ,            2, neutra      ,            4, neutra  , positiva, positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    1.905,    5.238,    3.303,    2.459,    4.284,    3.032,    4.321,    2.791
      1098, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    4.291,    8.324,    9.691,    2.851,    5.066,    5.866,    6.412,    3.233
      1099, neutra      ,            3, neutra      ,            4, neutra  , neutra  , neutra  , negativa, neutra  , neutra  , neutra  , neutra  ,    3.651,    9.04 ,    7.541,    4.071,   12.449,    6.982,   11.823,   13.199
      1100, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    4.378,   10.495,    7.479,    3.791,    8.788,    3.384,    6.571,    4.441
      1101, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    3.288,    6.153,    4.259,    2.908,    6.705,    3.666,    4.941,    4.799
      1102, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, negativa, positiva, positiva, positiva, positiva,    3.672,    7.724,    5.815,    2.827,    7.143,    3.883,    5.284,    4.368
      1103, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.051,    4.55 ,    5.133,    6.532,    4.868,    4.5  ,    4.31 ,    3.263
      1104, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    3.419,   11.659,   33.323,    3.2  ,    8.409,    8.2  ,    9.238,    3.046
      1105, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    6.973,    9.574,   10.177,    2.263,    7.846,    5.935,   15.347,    3.802
      1106, neutra      ,            2, neutra      ,            3, neutra  , positiva, neutra  , negativa, positiva, neutra  , neutra  , neutra  ,   12.789,   21.12 ,   14.179,    3.725,   15.917,   10.033,   13.113,    4.198
      1107, positiva    ,            2, positiva    ,            4, neutra  , positiva, positiva, negativa, positiva, positiva, positiva, positiva,    8.199,   12.329,    5.144,    3.279,    8.609,    3.316,    9.036,    3.185
      1108, negativa    ,            3, negativa    ,            3, neutra  , negativa, negativa, negativa, negativa, negativa, neutra  , negativa,    5.679,    9.209,    8.501,    2.668,   15.282,    7.518,    6.277,    5.03
      1109, negativa    ,            2, negativa    ,            4, neutra  , negativa, positiva, negativa, negativa, negativa, negativa, negativa,    1.925,    2.232,    2.656,    1.819,    1.881,    2.015,    2.012,    1.616
      1110, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    6.349,    5.821,   14.718,    3.227,    6.443,    5.467,   10.371,    3.918
      1111, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , positiva, neutra  ,    1.481,    3.018,    4.206,    1.897,    1.963,    2.116,    2.619,    1.679
      1112, negativa    ,            3, negativa    ,            4, neutra  , negativa, negativa, negativa, negativa, negativa, negativa, negativa,    1.594,    3.752,    4.238,    1.74 ,    4.515,    3.149,    3.369,    1.231
      1113, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    3.204,    5.637,   21.458,    3.976,    6.145,    4.733,    6.383,    3.273
      1114, neutra      ,            3, positiva    ,            2, neutra  , neutra  , negativa, neutra  , negativa, positiva, neutra  , positiva,    2.852,    6.806,    2.986,    2.053,    3.749,    2.8  ,    7.944,    2.749
      1115, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    4.881,    9.825,    5.018,    3.576,   11.785,    3.216,   12.033,    3.24
      1116, negativa    ,            3, negativa    ,            4, neutra  , negativa, negativa, negativa, negativa, negativa, negativa, negativa,    3.82 ,   14.581,   97.608,    3.504,   15.132,    8.483,   11.686,    8.016
      1117, negativa    ,            3, negativa    ,            4, neutra  , negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.947,   21.386,    8.636,    2.775,   12.13 ,    7.467,    8.572,    2.742
      1118, neutra      ,            3, positiva    ,            3, neutra  , neutra  , positiva, neutra  , positiva, neutra  , positiva, positiva,    2.395,    8.041,   14.968,    2.338,    2.7  ,    4.549,    3.308,    2.12
      1119, neutra      ,            3, negativa    ,            3, neutra  , neutra  , neutra  , negativa, negativa, negativa, neutra  , negativa,    1.167,    3.434,    3.311,    1.844,    9.007,    5.584,    3.282,    2.287
      1120, neutra      ,            2, neutra      ,            2, neutra  , negativa, negativa, neutra  , negativa, positiva, neutra  , neutra  ,    5.078,    7.655,    6.634,    3.839,   11.738,    4.383,    7.363,    2.511
      1121, negativa    ,            2, negativa    ,            3, neutra  , negativa, positiva, negativa, negativa, negativa, negativa, positiva,    7.205,    7.522,    6.731,    3.205,    7.665,    6.333,    8.058,    6.817
      1122, positiva    ,            3, neutra      ,            2, neutra  , positiva, positiva, positiva, neutra  , positiva, neutra  , positiva,    3.493,    3.886,    4.394,    3.318,    7.632,    3.432,    5.713,    1.845
      1123, negativa    ,            3, positiva    ,            2, positiva, negativa, negativa, negativa, positiva, negativa, positiva, negativa,    6.99 ,    4.987,    4.56 ,    2.433,    6.666,    2.751,    7.512,   18.601
      1124, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.514,    5.002,    4.546,    4.442,    2.711,    2.382,    9.404,    2.719
      1125, neutra      ,            3, neutra      ,            3, neutra  , neutra  , negativa, neutra  , neutra  , negativa, neutra  , neutra  ,    4.187,    6.354,    5.666,    2.076,    4.635,    7.383,   63.913,    5.814
      1126, neutra      ,            2, negativa    ,            3, neutra  , negativa, negativa, neutra  , neutra  , negativa, negativa, negativa,    8.571,   11.144,   19.054,    6.113,    6.96 ,    5.75 ,    7.039,    9.344
      1127, neutra      ,            3, neutra      ,            4, neutra  , neutra  , negativa, neutra  , neutra  , neutra  , neutra  , neutra  ,    1.396,    3.568,    4.548,    2.648,    3.044,    3.65 ,    3.142,    2.254
      1128, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.854,    4.853,    5.582,    2.998,    6.651,    3.016,   53.019,    2.041
      1129, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    5.862,    7.155,   13.329,    1.798,    6.629,    6.35 ,    6.697,    3.528
      1130, neutra      ,            2, negativa    ,            3, neutra  , neutra  , negativa, negativa, negativa, negativa, negativa, neutra  ,    1.801,    3.669,    3.746,    3.514,    3.5  ,    1.799,    2.324,    1.448
      1131, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    3.087,    6.97 ,    4.349,    2.122,    3.309,    2.767,    2.973,    1.814
      1132, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    3.741,    3.469,    4.749,   11.594,    4.196,    2.414,    3.471,    1.962
      1133, neutra      ,            2, neutra      ,            4, neutra  , positiva, positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    4.401,    6.605,   11.171,    8.379,    8.276,    4.968,    4.314,    2.575
      1134, neutra      ,            4, negativa    ,            2, neutra  , neutra  , neutra  , neutra  , negativa, negativa, neutra  , neutra  ,    3.408,    5.204,    7.757,    4.21 ,    5.075,    6.984,    5.142,    2.382
      1135, neutra      ,            2, negativa    ,            2, neutra  , positiva, negativa, neutra  , negativa, negativa, neutra  , neutra  ,    9.797,   40.473,    7.943,    4.445,   12.849,    5.599,    9.331,    7.657
      1136, negativa    ,            3, negativa    ,            4, neutra  , negativa, negativa, negativa, negativa, negativa, negativa, negativa,    3.68 ,    3.385,    4.01 ,    2.028,    2.697,    2.15 ,    3.644,    1.639
      1137, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    5.629,   10.142,   12.753,    3.88 ,   14.179,    7.433,   32.069,    4.077
      1138, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    2.735,    4.954,    4.066,    2.105,    3.576,    3.434,    5.7  ,    1.73
      1139, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    5.397,    6.071,    6.351,    1.866,    7.002,    3.78 ,    4.636,    3.726
      1140, neutra      ,            2, neutra      ,            2, neutra  , negativa, positiva, neutra  , neutra  , positiva, negativa, neutra  ,    3.738,    3.518,    7.542,    3.134,    5.774,    7.149,    3.148,    2.066
      1141, negativa    ,            3, negativa    ,            3, negativa, negativa, neutra  , negativa, negativa, negativa, neutra  , negativa,    6.368,   17.669,   96.536,    3.132,   14.922,    5.866,   13.027,    7.76
      1142, neutra      ,            2, positiva    ,            2, neutra  , neutra  , positiva, negativa, negativa, positiva, positiva, neutra  ,    6.046,   18.983,   54.175,    2.544,    9.537,   12.652,    7.083,    4.59
      1143, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    2.382,    7.172,    3.469,    3.019,    6.214,    5.5  ,    6.248,    2.096
      1144, neutra      ,            2, positiva    ,            4, neutra  , neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    5.001,   11.927,    7.785,    3.548,    9.069,    4.867,    7.834,    6.633
      1145, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    6.304,    4.586,    4.818,    3.199,    3.054,    4.215,    3.61 ,    3.368
      1146, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.637,   11.359,    4.918,    1.949,    6.243,    4.183,    5.699,    2.791
      1147, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    6.969,   11.776,    6.146,    3.691,    4.964,    4.166,   19.953,    2.971
      1148, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    4.31 ,    4.385,    2.428,    5.491,    3.817,    3.017,    3.004,    2.246
      1149, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    8.648,   12.895,    5.315,    6.674,    6.325,    7.1  ,    6.9  ,    2.622
      1150, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    5.727,    8.791,    9.417,    2.25 ,    7.345,    3.982,    2.881,    1.8
      1151, negativa    ,            4, positiva    ,            2, negativa, negativa, negativa, negativa, positiva, positiva, negativa, negativa,    3.363,    8.722,   59.056,    1.905,    8.496,   14.919,    5.937,    3.456
      1152, negativa    ,            3, negativa    ,            4, neutra  , negativa, negativa, negativa, negativa, negativa, negativa, negativa,    6.795,    7.123,   14.365,    5.304,    5.964,    6.167,    6.838,    4.079
      1153, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, positiva, negativa, negativa, negativa,   10.139,   43.279,   39.566,    3.982,   30.831,    7.166,   13.856,    8.864
      1154, neutra      ,            2, positiva    ,            3, neutra  , positiva, positiva, neutra  , positiva, neutra  , positiva, positiva,    1.764,    3.117,    3.379,    1.633,    3.372,    2.1  ,    2.994,    1.825
      1155, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    3.866,   56.508,    4.941,    2.325,    5.057,    3.016,    5.034,    2.997
      1156, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.969,   13.325,    6.149,    2.599,    4.311,    2.616,   25.536,    1.864
      1157, negativa    ,            2, negativa    ,            4, positiva, neutra  , negativa, negativa, negativa, negativa, negativa, negativa,   16.255,   13.099,    6.805,    2.476,   12.966,    5.601,   10.266,    4.648
      1158, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.273,    2.801,    3.57 ,    2.394,    2.207,    2.098,    4.069,    2.384
      1159, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.76 ,    4.936,   12.978,    2.523,    2.964,    1.916,    2.693,    1.687
      1160, negativa    ,            3, negativa    ,            3, neutra  , negativa, negativa, negativa, negativa, negativa, neutra  , negativa,    3.77 ,    4.308,    6.213,    3.22 ,    2.319,    1.883,    2.938,    1.922
      1161, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    5.537,   40.526,   29.662,    3.594,    9.9  ,    5.4  ,    6.556,    4.527
      1162, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    2.931,    6.584,   13.227,    1.692,    4.509,    4.066,    7.647,    2.775
      1163, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva,    4.873,   12.894,   31.687,    2.624,    5.865,    5.549,   32.416,    4.047
      1164, positiva    ,            4, positiva    ,            3, positiva, positiva, positiva, positiva, positiva, positiva, neutra  , positiva,    7.746,    6.571,    6.948,    3.396,    5.395,    4.818,    5.928,    3.456
      1165, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.598,    6.556,    5.335,    2.837,    7.286,    3.978,   16.998,    3.414
      1166, positiva    ,            2, positiva    ,            2, positiva, neutra  , neutra  , positiva, positiva, positiva, neutra  , neutra  ,    4.374,    5.771,    6.485,    3.711,    6.366,    4.789,    5.999,    2.361
      1167, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , positiva,    8.13 ,   11.742,   13.352,    6.51 ,   18.566,   27.803,   18.255,   11.24
      1168, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , positiva, neutra  ,    1.682,    3.954,    3.618,    2.558,    3.854,    4.667,    5.141,    3.167
      1169, negativa    ,            3, negativa    ,            2, neutra  , negativa, negativa, negativa, negativa, negativa, neutra  , neutra  ,    6.273,   14.181,   50.612,    4.069,    4.913,    3.532,    6.768,    3.408
      1170, neutra      ,            2, positiva    ,            3, neutra  , positiva, positiva, neutra  , neutra  , positiva, positiva, positiva,    3.733,    5.503,    3.928,    4.256,   15.932,    3.667,    6.886,    2.568
      1171, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    5.441,    7.557,   23.106,    2.034,    4.91 ,    3.232,    5.931,    2.687
      1172, negativa    ,            4, negativa    ,            2, negativa, negativa, negativa, negativa, negativa, negativa, neutra  , positiva,    2.387,   14.813,    2.553,    2.264,    6.361,    2.382,    4.919,    4.576
      1173, negativa    ,            3, neutra      ,            3, negativa, neutra  , negativa, negativa, neutra  , negativa, neutra  , neutra  ,   12.203,   12.677,    8.039,    5.208,   11.165,    6.833,    8.498,    5.32
      1174, neutra      ,            3, neutra      ,            2, neutra  , neutra  , positiva, neutra  , neutra  , positiva, neutra  , positiva,    2.847,    4.939,    4.36 ,    3.742,    6.402,    3.183,    5.5  ,    3.829
      1175, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.822,    3.767,    3.013,    2.079,    3.492,    1.832,    4.339,    1.264
      1176, neutra      ,            2, positiva    ,            2, neutra  , positiva, negativa, neutra  , positiva, negativa, neutra  , positiva,    2.511,    5.689,    5.715,    4.204,    5.133,    9.018,    5.119,    5.025
      1177, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    5.132,    7.005,    4.767,    5.569,    6.096,    5.067,    6.454,    3.288
      1178, negativa    ,            2, negativa    ,            4, neutra  , negativa, positiva, negativa, negativa, negativa, negativa, negativa,    6.05 ,    6.654,    5.399,    2.741,    6.358,    3.265,    7.439,    4.31
      1179, neutra      ,            2, positiva    ,            2, neutra  , negativa, negativa, neutra  , positiva, negativa, negativa, positiva,    4.732,    8.26 ,   30.046,    4.928,   10.764,    3.149,    8.533,    4.152
      1180, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, negativa, negativa, positiva,    3.547,    3.917,    3.307,    2.139,    2.616,    3.237,    3.173,    3.081
      1181, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.498,   17.468,   11.538,    3.618,   18.468,   64.47 ,   14.517,    7.254
      1182, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,   10.191,   10.925,   10.968,    6.056,    9.963,    7.904,   17.729,    6.263
      1183, positiva    ,            4, positiva    ,            3, positiva, positiva, positiva, positiva, positiva, positiva, positiva, neutra  ,    4.338,    7.172,    3.853,    3.842,    7.546,    4.95 ,    8.576,    3.945
      1184, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    1.724,    6.897,    5.436,    2.056,    3.782,    4.583,    7.054,    2.047
      1185, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.156,    3.278,    2.808,    2.261,    3.136,   20.302,    2.492,    1.783
      1186, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    3.584,    4.269,    4.931,    2.578,    2.858,    3.047,    3.006,    2.376
      1187, neutra      ,            2, neutra      ,            4, neutra  , positiva, positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    6.726,    5.154,    6.782,    2.677,    5.598,    3.748,    4.097,    2.552
      1188, negativa    ,            3, negativa    ,            3, neutra  , negativa, negativa, negativa, negativa, negativa, negativa, neutra  ,    3.176,    5.888,    7.558,    4.375,    7.882,    5.417,    4.979,    3.335
      1189, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,   12.065,   13.563,   12.694,    5.847,    5.757,    7.334,    8.012,    6.304
      1190, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , positiva,    3.3  ,    8.524,   26.733,    2.103,    5.651,    4.812,    4.24 ,    3.678
      1191, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    2.443,    5.453,    2.61 ,    2.653,    2.49 ,    2.382,   12.122,    1.352
      1192, positiva    ,            2, neutra      ,            3, negativa, positiva, positiva, neutra  , neutra  , positiva, neutra  , neutra  ,    5.437,    5.654,   17.29 ,    4.015,    7.004,    4.083,    9.053,    3.888
      1193, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    6.494,    7.073,   47.26 ,    3.852,    3.38 ,   96.708,    3.984,    2.089
      1194, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    2.519,    3.668,    4.523,    3.041,    3.431,    3.8  ,    3.66 ,    1.638
      1195, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    5.01 ,    6.656,    4.566,    3.26 ,    4.073,   80.833,   14.52 ,    2.399
      1196, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    1.892,    5.604,    3.415,    2.338,    3.116,    3.049,   12.959,    8.473
      1197, positiva    ,            3, positiva    ,            4, negativa, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.039,    6.74 ,    4.315,    3.861,    4.516,   30.404,    5.483,    5.231
      1198, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.145,    7.174,    4.113,    2.375,    4.125,   28.102,    4.565,    2.918
      1199, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    3.038,    3.818,    5.261,    4.18 ,    3.17 ,   16.999,    3.479,    1.703
      1200, negativa    ,            4, neutra      ,            2, negativa, negativa, negativa, negativa, neutra  , negativa, positiva, neutra  ,    4.013,    5.87 ,    6.55 ,    3.592,    6.795,    3.166,    3.652,    8.328
      1201, neutra      ,            3, negativa    ,            4, neutra  , neutra  , positiva, neutra  , negativa, negativa, negativa, negativa,   14.22 ,    6.992,   18.611,   18.689,   20.608,    4.673,   12.621,    7.463
      1202, negativa    ,            2, negativa    ,            3, negativa, neutra  , negativa, neutra  , negativa, negativa, negativa, neutra  ,    3.098,    6.615,    8.975,   13.624,   18.969,    4.63 ,    6.97 ,   10.6
      1203, positiva    ,            3, positiva    ,            2, positiva, neutra  , positiva, positiva, negativa, positiva, positiva, neutra  ,    1.85 ,    4.621,    8.326,    8.366,   55.796,    2.088,   11.393,   16.883
